,steamId,name,publisherClass,price,sales,img_count,link_count,sales_adj,name_len,name_capital_ratio,name_digit_ratio,name_special_ratio,description_len,description_capital_ratio,description_digit_ratio,description_special_ratio,description_stopword_ratio,description_avg_word_len,tags_2D,tags_Action,tags_Adventure,tags_Anime,tags_Atmospheric,tags_Casual,tags_Cute,tags_Exploration,tags_Female_Protagonist,tags_FirstPerson,tags_Horror,tags_Indie,tags_JRPG,tags_Multiplayer,tags_Nudity,tags_Open_World,tags_Pixel_Graphics,tags_Platformer,tags_Point__Click,tags_Psychological_Horror,tags_Puzzle,tags_RPG,tags_Sexual_Content,tags_Simulation,tags_Singleplayer,tags_Sports,tags_Story_Rich,tags_Strategy,tags_VR,tags_Visual_Novel,genres_Action,genres_Adventure,genres_Casual,genres_Early_Access,genres_Indie,genres_Massively_Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,features_Captions_available,features_Commentary_available,features_CrossPlatform_Multiplayer,features_Family_Sharing,features_HDR_available,features_InApp_Purchases,features_Includes_level_editor,features_LAN_Coop,features_LAN_PvP,features_MMO,features_Online_Coop,features_Online_PvP,features_Profile_Features_Limited,features_Remote_Play_Together,features_Remote_Play_on_Phone,features_Remote_Play_on_TV,features_Remote_Play_on_Tablet,features_SharedSplit_Screen_Coop,features_SharedSplit_Screen_PvP,features_Singleplayer,features_Stats,features_Steam_Achievements,features_Steam_Cloud,features_Steam_Leaderboards,features_Steam_Trading_Cards,features_Steam_Turn_Notifications,features_Steam_Workshop,features_Tracked_Controller_Support,features_VR_Only,features_VR_Supported
651,503560,911 Operator,Indie,14.99,154253,1,4,128544,12,0.08333333333333333,0.25,0.08333333333333333,2238,0.07327971403038427,0.016979445933869526,0.20151921358355673,0.3112391930835735,5.435158501440922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
9180,360890,The Lost Valley,Indie,4.99,2170,0,0,1550,15,0.2,0.0,0.13333333333333333,616,0.022727272727272728,0.0,0.2224025974025974,0.452991452991453,4.230769230769231,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5173,655770,Crimson Gray,Indie,9.99,2575,0,0,1577,12,0.16666666666666666,0.0,0.08333333333333333,1354,0.014032496307237814,0.0,0.20088626292466766,0.39473684210526316,4.885964912280702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7319,2490160,NecroAttack！,Indie,9.99,6358,0,0,5961,12,0.16666666666666666,0.0,0.08333333333333333,441,0.031746031746031744,0.0,0.2562358276643991,0.40540540540540543,4.662162162162162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10569,555320,Never give up!,Indie,2.99,1917,0,0,1691,14,0.07142857142857142,0.0,0.21428571428571427,1126,0.018650088809946713,0.003552397868561279,0.20426287744227353,0.3407821229050279,5.284916201117318,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
10305,1686130,Deep Despair 2,Indie,11.99,2174,9,0,1208,14,0.14285714285714285,0.07142857142857142,0.14285714285714285,2465,0.016227180527383367,0.004056795131845842,0.18945233265720082,0.3686746987951807,4.9397590361445785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2875,938380,Townsmen - A Kingdom Rebuilt,Indie,19.99,2431,4,0,2145,28,0.14285714285714285,0.0,0.17857142857142858,2570,0.017120622568093387,0.002723735408560311,0.19105058365758754,0.38215102974828374,4.874141876430206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
8914,1346770,YAKIMOCHI STREAM,Indie,24.99,276,0,0,212,16,0.9375,0.0,0.0625,751,0.006657789613848202,0.010652463382157125,0.12649800266311584,0.0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8784,1734540,PUPPETEERS,Indie,9.99,2713,9,1,1334,10,1.0,0.0,0.0,2507,0.06302353410450738,0.00039888312724371757,0.1998404467491025,0.39568345323741005,4.9928057553956835,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4161,2303800,My Life as a Cult Leader,Indie,14.99,8887,8,1,8079,24,0.16666666666666666,0.0,0.20833333333333334,1327,0.020346646571213264,0.0,0.1966842501883949,0.41739130434782606,4.773913043478261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3583,940680,The Textorcist: The Story of Ray Bibbia,Indie,14.99,3385,6,0,2208,39,0.15384615384615385,0.0,0.1794871794871795,2821,0.028004253810705423,0.001772421127259837,0.19709322935129386,0.38193018480492813,4.790554414784395,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
6567,335700,I am Weapon: Revival,Indie,3.49,714,0,0,649,20,0.15,0.0,0.2,1326,0.01885369532428356,0.0,0.22850678733031674,0.3900414937759336,4.460580912863071,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
8436,786910,Deluded Mind,Indie,12.99,1726,0,0,1102,12,0.16666666666666666,0.0,0.08333333333333333,1345,0.030483271375464683,0.0,0.1821561338289963,0.3557692307692308,5.4423076923076925,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2113,1615290,Ravenous Devils,Indie,4.99,74809,4,0,68008,15,0.13333333333333333,0.0,0.06666666666666667,1085,0.016589861751152075,0.0009216589861751152,0.19815668202764977,0.35555555555555557,5.011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3407,2088340,Bratz™: Flaunt your fashion,Indie,23.99,6004,8,0,3053,27,0.07407407407407407,0.0,0.18518518518518517,1199,0.030859049207673062,0.0,0.20350291909924936,0.39408866995073893,4.901477832512315,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10782,386840,Sentinel 4: Dark Star,Indie,6.99,946,0,2,579,21,0.14285714285714285,0.047619047619047616,0.19047619047619047,1753,0.04449515116942385,0.0034227039361095267,0.1865373645179692,0.31365313653136534,5.4575645756457565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
2229,649640,Ashes Cricket,Indie,59.99,5243,0,0,3277,13,0.15384615384615385,0.0,0.07692307692307693,1651,0.02604482132041187,0.01029678982434888,0.23561477892186553,0.3684210526315789,4.898496240601504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
751,502800,SENRAN KAGURA ESTIVAL VERSUS,AA,39.99,40810,0,0,27207,28,0.8928571428571429,0.0,0.10714285714285714,2688,0.027901785714285716,0.002232142857142857,0.22209821428571427,0.3669724770642202,5.160550458715596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
6734,520470,Music Inside: A VR Rhythm Game,Indie,19.99,1760,0,0,926,30,0.23333333333333334,0.0,0.2,1365,0.03223443223443224,0.003663003663003663,0.19926739926739928,0.3702127659574468,4.770212765957447,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
6381,795510,Koihime Enbu RyoRaiRai,Indie,19.99,1506,3,0,886,22,0.22727272727272727,0.0,0.09090909090909091,1889,0.0328215987294865,0.0015881418740074113,0.1810481736368449,0.3287671232876712,5.469178082191781,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
4320,604330,The Crown of Leaves,Indie,3.49,12612,0,0,12205,19,0.15789473684210525,0.0,0.15789473684210525,3128,0.02078005115089514,0.0,0.2042838874680307,0.4128787878787879,4.901515151515151,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
6909,1084480,Wanna Survive,Indie,11.99,1122,8,0,687,13,0.15384615384615385,0.0,0.07692307692307693,859,0.034924330616996506,0.0,0.17927823050058206,0.3,5.553846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7454,1648560,Nursery Slime,Indie,13.99,1218,1,1,914,13,0.15384615384615385,0.0,0.07692307692307693,597,0.06365159128978225,0.0,0.20770519262981574,0.38461538461538464,4.6923076923076925,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1812,1029630,Power & Revolution 2019 Edition,Indie,49.99,2836,0,0,1702,31,0.0967741935483871,0.12903225806451613,0.16129032258064516,7466,0.04446825609429413,0.011652826145191536,0.2029199035628181,0.2874196510560147,5.731864095500459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7105,545180,Muffled Warfare - Echolocation Shooter,Indie,9.99,4098,3,1,3513,38,0.10526315789473684,0.0,0.13157894736842105,979,0.1807967313585291,0.0020429009193054137,0.2257405515832482,0.2962962962962963,4.944444444444445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2911,445020,Frozen Synapse 2,Indie,29.99,11017,0,0,6745,16,0.125,0.0625,0.125,2352,0.0233843537414966,0.0017006802721088435,0.18920068027210885,0.37017994858611825,5.038560411311054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1074,1264250,Fishing: North Atlantic - Enhanced Edition,Indie,34.99,24160,5,0,15757,42,0.11904761904761904,0.0,0.16666666666666666,2483,0.037857430527587596,0.004027386226339106,0.1896898912605719,0.27989821882951654,5.287531806615776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
3674,887720,Devil's Hunt,Indie,27.99,2699,4,0,1975,12,0.16666666666666666,0.0,0.16666666666666666,1481,0.022957461174881837,0.0006752194463200541,0.19783929777177583,0.38934426229508196,5.049180327868853,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8745,343360,Particula,Indie,0.6900000000000001,7935,0,0,4858,9,0.1111111111111111,0.0,0.0,357,0.014005602240896359,0.0028011204481792717,0.18487394957983194,0.2777777777777778,5.62962962962963,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6067,2000090,The Isle Tide Hotel,Indie,19.99,1949,5,0,1827,19,0.21052631578947367,0.0,0.15789473684210525,1927,0.04099636741048261,0.005708354955889984,0.20653866113129216,0.29900332225913623,5.342192691029901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
144,387990,Scrap Mechanic,AA,19.99,113609,0,3,81149,14,0.14285714285714285,0.0,0.07142857142857142,1956,0.031186094069529654,0.004601226993865031,0.18660531697341512,0.32894736842105265,5.4243421052631575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3843,826600,I am not a Monster: First Contact,Indie,9.09,13085,3,0,12267,33,0.12121212121212122,0.0,0.21212121212121213,320,0.028125,0.009375,0.178125,0.29411764705882354,5.254901960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6808,2483970,Honeymoon : Mystery Journey,Indie,9.99,6627,11,0,6213,27,0.1111111111111111,0.0,0.14814814814814814,634,0.025236593059936908,0.0031545741324921135,0.19873817034700317,0.37142857142857144,5.0476190476190474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7108,383960,Machina of the Planet Tree -Planet Ruler-,Indie,12.99,2542,0,0,2179,41,0.12195121951219512,0.0,0.1951219512195122,1586,0.03972257250945776,0.0,0.19419924337957126,0.4015748031496063,5.2362204724409445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6456,494170,Miniature Garden,Indie,19.99,1225,1,0,1148,16,0.125,0.0,0.0625,802,0.05610972568578554,0.0,0.20324189526184538,0.3157894736842105,5.037593984962406,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
461,1222690,Dragon Age™ Inquisition,AAA,39.99,38942,0,0,33379,23,0.13043478260869565,0.0,0.13043478260869565,2406,0.042809642560266,0.0012468827930174563,0.20157938487115545,0.34146341463414637,4.863414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9020,1660290,Monmusu Gladiator,Indie,4.99,1382,0,0,846,17,0.11764705882352941,0.0,0.058823529411764705,523,0.05736137667304015,0.0,0.21032504780114722,0.34444444444444444,4.822222222222222,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
9941,1381770,フォーチュンサモナーズ -アルチェの精霊石-,Indie,19.99,932,0,2,666,22,0.0,0.0,0.13636363636363635,618,0.0372168284789644,0.021035598705501618,0.19093851132686085,0.3111111111111111,5.877777777777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9392,627070,inVokeR,Indie,14.99,1664,2,1,1161,7,0.2857142857142857,0.0,0.0,1064,0.03195488721804511,0.0,0.16917293233082706,0.3515151515151515,5.4363636363636365,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
4176,2196490,Lust Element - Season 1,Indie,9.99,10776,5,0,5388,23,0.13043478260869565,0.043478260869565216,0.21739130434782608,965,0.013471502590673576,0.0,0.20414507772020726,0.41317365269461076,4.7844311377245505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
9989,382130,Exile's End,AA,9.99,1309,0,0,1267,11,0.18181818181818182,0.0,0.18181818181818182,630,0.07301587301587302,0.015873015873015872,0.2015873015873016,0.32038834951456313,5.12621359223301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
7051,518040,Volleyball Unbound - Pro Beach Volleyball,Indie,14.99,763,0,0,487,41,0.12195121951219512,0.0,0.14634146341463414,4102,0.016089712335446125,0.0031691857630424185,0.19258898098488542,0.38273381294964026,4.889208633093525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7050,518670,Intensive Exposure,Indie,4.99,9570,0,0,5127,18,0.1111111111111111,0.0,0.05555555555555555,597,0.03015075376884422,0.0,0.20770519262981574,0.42592592592592593,4.527777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2447,595740,SAMURAI WARRIORS: Spirit of Sanada,AA,49.99,3032,0,0,2332,34,0.5,0.0,0.14705882352941177,597,0.05862646566164154,0.0033500837520938024,0.21440536013400335,0.3763440860215054,5.344086021505376,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2243,1173220,Bleak Faith: Forsaken,Indie,29.99,16818,4,0,15767,21,0.14285714285714285,0.0,0.14285714285714285,1165,0.029184549356223177,0.0,0.18197424892703862,0.3945945945945946,5.297297297297297,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2912,465780,New Retro Arcade: Neon,Indie,19.99,3530,10,3,3416,22,0.18181818181818182,0.0,0.18181818181818182,689,0.055152394775036286,0.011611030478955007,0.21480406386066764,0.34959349593495936,4.544715447154472,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
1650,534550,Guacamelee! 2,Indie,19.99,24110,2,0,17641,13,0.07692307692307693,0.07692307692307693,0.15384615384615385,1412,0.025495750708215296,0.00141643059490085,0.19475920679886685,0.31797235023041476,5.493087557603687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
2526,889480,Virtual Virtual Reality,Indie,14.99,23014,0,0,12553,23,0.13043478260869565,0.0,0.08695652173913043,982,0.04989816700610998,0.002036659877800407,0.20773930753564154,0.3614457831325301,4.9156626506024095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
7234,597700,OVIVO,Indie,3.19,3284,1,0,2403,5,1.0,0.0,0.0,1345,0.02899628252788104,0.0007434944237918215,0.18438661710037174,0.3778801843317972,5.202764976958525,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
1244,566540,Labyrinth of Refrain: Coven of Dusk,Indie,49.99,12818,0,0,8740,35,0.11428571428571428,0.0,0.17142857142857143,1577,0.02663284717818643,0.0,0.18579581483830057,0.4069767441860465,5.112403100775194,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
211,447020,Farming Simulator 17,Indie,29.74,207860,0,0,207860,20,0.1,0.1,0.1,1067,0.05716963448922212,0.01218369259606373,0.1846298031865042,0.30120481927710846,5.403614457831325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
6920,339130,Morningstar: Descent to Deadrock,Indie,9.99,1945,0,0,1357,32,0.09375,0.0,0.125,1214,0.016474464579901153,0.0016474464579901153,0.18698517298187808,0.3939393939393939,5.136363636363637,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
6285,362410,Adam's Venture Chronicles,Indie,19.99,1901,0,0,967,25,0.12,0.0,0.12,514,0.01556420233463035,0.007782101167315175,0.17120622568093385,0.38461538461538464,5.602564102564102,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0
