,steamId,name,publisherClass,price,sales,img_count,link_count,sales_adj,name_len,name_capital_ratio,name_digit_ratio,name_special_ratio,description_len,description_capital_ratio,description_digit_ratio,description_special_ratio,description_stopword_ratio,description_avg_word_len,tags_2D,tags_Action,tags_Adventure,tags_Anime,tags_Atmospheric,tags_Casual,tags_Cute,tags_Exploration,tags_Female_Protagonist,tags_FirstPerson,tags_Horror,tags_Indie,tags_JRPG,tags_Multiplayer,tags_Nudity,tags_Open_World,tags_Pixel_Graphics,tags_Platformer,tags_Point__Click,tags_Psychological_Horror,tags_Puzzle,tags_RPG,tags_Sexual_Content,tags_Simulation,tags_Singleplayer,tags_Sports,tags_Story_Rich,tags_Strategy,tags_VR,tags_Visual_Novel,genres_Action,genres_Adventure,genres_Casual,genres_Early_Access,genres_Indie,genres_Massively_Multiplayer,genres_RPG,genres_Racing,genres_Simulation,genres_Sports,genres_Strategy,features_Captions_available,features_Commentary_available,features_CrossPlatform_Multiplayer,features_Family_Sharing,features_HDR_available,features_InApp_Purchases,features_Includes_level_editor,features_LAN_Coop,features_LAN_PvP,features_MMO,features_Online_Coop,features_Online_PvP,features_Profile_Features_Limited,features_Remote_Play_Together,features_Remote_Play_on_Phone,features_Remote_Play_on_TV,features_Remote_Play_on_Tablet,features_SharedSplit_Screen_Coop,features_SharedSplit_Screen_PvP,features_Singleplayer,features_Stats,features_Steam_Achievements,features_Steam_Cloud,features_Steam_Leaderboards,features_Steam_Trading_Cards,features_Steam_Turn_Notifications,features_Steam_Workshop,features_Tracked_Controller_Support,features_VR_Only,features_VR_Supported
4294,415030,One More Dungeon,Indie,3.24,19738,0,0,15183,16,0.1875,0.0,0.125,723,0.02351313969571231,0.005532503457814661,0.18810511756569848,0.35344827586206895,5.232758620689655,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8742,2511030,Deep Secret,Indie,3.99,12249,1,0,11483,11,0.18181818181818182,0.0,0.09090909090909091,2077,0.020702936928261917,0.0,0.2012518054886856,0.3967391304347826,4.644021739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3017,2487060,Anonymous Hacker Simulator,Indie,19.99,22171,1,1,20785,26,0.11538461538461539,0.0,0.07692307692307693,1409,0.0205819730305181,0.0,0.1660752306600426,0.33497536945812806,5.940886699507389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1502,1977170,Jusant,Indie,19.99,14486,6,1,13581,6,0.16666666666666666,0.0,0.0,1070,0.011214953271028037,0.0065420560747663555,0.19532710280373833,0.4093567251461988,5.222222222222222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1607,2131650,METAL GEAR SOLID 3: Snake Eater - Master Collection Version,AA,19.99,16580,0,0,16045,59,0.3220338983050847,0.01694915254237288,0.1864406779661017,1070,0.05514018691588785,0.004672897196261682,0.19065420560747665,0.2681564245810056,4.977653631284916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5247,1122690,Last Stop,AA,24.99,2359,0,0,1726,9,0.2222222222222222,0.0,0.1111111111111111,1784,0.0257847533632287,0.0005605381165919282,0.19730941704035873,0.36200716845878134,5.279569892473118,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
7272,2227450,Oyabu Clinic Deathcare Corporation,Indie,14.99,3169,0,0,3067,34,0.11764705882352941,0.0,0.08823529411764706,2782,0.015815959741193385,0.0,0.199137311286844,0.3681917211328976,5.061002178649238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3657,1636710,The Brew Barons,Indie,21.99,10479,2,0,9824,15,0.2,0.0,0.13333333333333333,934,0.011777301927194861,0.0,0.1873661670235546,0.43790849673202614,5.091503267973856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
3781,1015770,Tina: Swordswoman of the Scarlet Prison,Indie,14.99,7616,1,1,7370,39,0.10256410256410256,0.0,0.15384615384615385,527,0.030360531309297913,0.003795066413662239,0.16888045540796964,0.3170731707317073,5.439024390243903,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9203,402150,String Theory,Indie,8.99,2645,0,0,1803,13,0.15384615384615385,0.0,0.07692307692307693,762,0.026246719160104987,0.013123359580052493,0.2047244094488189,0.3333333333333333,4.875968992248062,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
4362,793370,KIDS,Indie,2.99,21497,0,1,18968,4,1.0,0.0,0.0,276,0.08333333333333333,0.014492753623188406,0.19927536231884058,0.3191489361702128,4.872340425531915,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1960,402180,Sakura Swim Club,Indie,9.99,23009,0,0,13535,16,0.1875,0.0,0.125,244,0.03278688524590164,0.0,0.21721311475409835,0.36363636363636365,4.568181818181818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5621,1832740,Erophone:Re,Indie,16.99,5103,8,0,4784,11,0.18181818181818182,0.0,0.09090909090909091,1464,0.029371584699453553,0.0,0.19398907103825136,0.3868312757201646,4.995884773662551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7824,1572440,Bakery Shop Simulator,Indie,9.99,2607,2,2,1862,21,0.14285714285714285,0.0,0.09523809523809523,756,0.10978835978835978,0.010582010582010581,0.23677248677248677,0.17687074829931973,4.061224489795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4042,1031460,Sail Forth,Indie,16.99,5495,4,1,3834,10,0.2,0.0,0.1,1867,0.02088912694161757,0.003749330476700589,0.19817889662560256,0.3769968051118211,4.961661341853035,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
3269,735580,11-11 Memories Retold,Indie,17.99,2824,0,0,2017,21,0.09523809523809523,0.19047619047619047,0.14285714285714285,661,0.048411497730711045,0.015128593040847202,0.2042360060514372,0.3783783783783784,4.846846846846847,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
5768,1177000,TRANSFORMERS: BATTLEGROUNDS,Indie,39.99,624,6,0,468,27,0.9259259259259259,0.0,0.07407407407407407,1114,0.07989228007181329,0.0,0.18312387791741472,0.3611111111111111,5.194444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2122,1162130,Windbound,AA,29.99,15060,5,0,13288,9,0.1111111111111111,0.0,0.0,1696,0.02535377358490566,0.0,0.19044811320754718,0.40492957746478875,4.964788732394366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9242,461780,Moonstone Tavern - A Fantasy Tavern Sim!,Indie,3.59,2940,0,0,2151,40,0.15,0.0,0.2,2469,0.015795868772782502,0.0016200891049007696,0.21425678412312676,0.3640661938534279,4.8132387706855795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7747,629960,Trajectory of summer flower,Indie,1.39,14467,4,0,10850,27,0.037037037037037035,0.0,0.1111111111111111,2506,0.05227454110135674,0.012370311252992818,0.20590582601755786,0.3486238532110092,4.743119266055046,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
6751,2256790,GameDev Life Simulator 🎮🕹,Indie,19.99,2878,3,0,2698,25,0.16,0.0,0.2,1028,0.020428015564202335,0.0,0.1819066147859922,0.46551724137931033,4.913793103448276,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
10485,1284080,Legion Gold,AA,9.99,402,0,0,223,11,0.18181818181818182,0.0,0.09090909090909091,1450,0.018620689655172412,0.000689655172413793,0.18827586206896552,0.3274336283185841,5.345132743362832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7260,1550260,BloodRayne Betrayal: Fresh Bites,Indie,19.99,1192,5,0,662,32,0.15625,0.0,0.125,1493,0.03415941058271936,0.004688546550569324,0.1855324849296718,0.27510917030567683,5.5196506550218345,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10052,1599470,Purrfect Apawcalypse: Patches' Infurno,Indie,6.99,636,0,5,389,38,0.10526315789473684,0.0,0.13157894736842105,1176,0.030612244897959183,0.017857142857142856,0.19982993197278912,0.3878787878787879,6.109090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5808,1045080,Curious Cases,Indie,6.99,3625,0,0,1875,13,0.15384615384615385,0.0,0.07692307692307693,1150,0.028695652173913042,0.0026086956521739132,0.21130434782608695,0.37,4.715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
9208,1388230,DANMAKAI: Red Forbidden Fruit,Indie,8.49,705,4,0,481,29,0.3793103448275862,0.0,0.13793103448275862,867,0.05190311418685121,0.008073817762399077,0.2179930795847751,0.3202614379084967,4.673202614379085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
940,761830,Mr. Prepper,AA,19.99,101185,5,1,68990,11,0.18181818181818182,0.0,0.18181818181818182,1468,0.01907356948228883,0.0,0.2220708446866485,0.42248062015503873,4.624031007751938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
9024,1767220,The Kids We Were,Indie,15.99,1177,0,0,736,16,0.25,0.0,0.1875,1984,0.030745967741935484,0.013608870967741936,0.20110887096774194,0.3815028901734104,4.736994219653179,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6208,722670,Chinese Chess,Indie,9.99,4888,0,0,3491,13,0.15384615384615385,0.0,0.07692307692307693,614,0.04723127035830619,0.014657980456026058,0.20358306188925082,0.31,5.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
5728,2288070,The Ninja Saviors: Return of the Warriors,Indie,19.99,2529,3,2,2371,41,0.12195121951219512,0.0,0.17073170731707318,1804,0.03215077605321508,0.017738359201773836,0.19456762749445677,0.28214285714285714,5.428571428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
3089,669290,Espire 1: VR Operative,Indie,29.99,5357,0,0,4229,22,0.18181818181818182,0.045454545454545456,0.18181818181818182,2882,0.0260235947258848,0.0013879250520471894,0.1970853573907009,0.33407572383073497,5.32293986636971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
6069,1132030,Trash Sailors: Co-Op Trash Raft Simulator,AA,19.99,3929,1,0,2508,41,0.17073170731707318,0.0,0.17073170731707318,693,0.025974025974025976,0.001443001443001443,0.20202020202020202,0.3504273504273504,4.931623931623932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7526,853050,El Hijo - A Wild West Tale,Indie,19.99,1080,3,1,540,26,0.23076923076923078,0.0,0.2692307692307692,1864,0.02682403433476395,0.0037553648068669528,0.19527896995708155,0.39672131147540984,5.111475409836066,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5982,368650,Dark Echo,Indie,2.0,16234,0,0,15710,9,0.2222222222222222,0.0,0.1111111111111111,581,0.010327022375215147,0.0034423407917383822,0.19104991394148021,0.39361702127659576,5.148936170212766,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
694,897450,The Survivalists,AA,18.74,110263,10,0,70381,16,0.125,0.0,0.0625,1698,0.011778563015312132,0.0,0.1955241460541814,0.4101694915254237,4.755932203389831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
8249,806960,Dr. Cares - Amy's Pet Clinic,Indie,9.09,847,0,0,508,28,0.17857142857142858,0.0,0.2857142857142857,1968,0.03048780487804878,0.004573170731707317,0.21392276422764228,0.32753623188405795,4.6521739130434785,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
798,1989270,Slay the Princess,Indie,17.99,80263,1,2,75247,17,0.11764705882352941,0.0,0.11764705882352941,1683,0.026737967914438502,0.0,0.23767082590612001,0.42424242424242425,4.569023569023569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
7308,1789650,NEKO-MIMI SWEET HOUSEMATES Vol. 1,Indie,15.99,2240,3,0,1244,33,0.7272727272727273,0.030303030303030304,0.18181818181818182,1194,0.049413735343383586,0.0008375209380234506,0.19430485762144054,0.36363636363636365,5.390374331550802,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6732,1208600,Bunny Park,Indie,4.99,1888,4,0,1205,10,0.2,0.0,0.1,447,0.020134228187919462,0.0,0.203579418344519,0.4230769230769231,4.730769230769231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
8674,375130,Tin Star,Indie,4.99,6005,0,0,3161,8,0.25,0.0,0.125,555,0.02882882882882883,0.021621621621621623,0.20540540540540542,0.3146067415730337,5.202247191011236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
9874,630020,The First Class VR,Indie,6.99,2579,0,1,1579,18,0.2777777777777778,0.0,0.16666666666666666,1044,0.033524904214559385,0.02586206896551724,0.1752873563218391,0.3355263157894737,5.8618421052631575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
4825,844040,RUSH,Indie,19.99,3277,2,0,1966,4,1.0,0.0,0.0,1093,0.03385178408051235,0.004574565416285453,0.19579139981701738,0.3559322033898305,5.175141242937853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
9468,777240,Tren0,Indie,2.99,7697,14,0,6077,5,0.2,0.2,0.0,1224,0.042483660130718956,0.004901960784313725,0.1977124183006536,0.30978260869565216,5.657608695652174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6928,670750,0°N 0°W,Indie,9.99,1411,6,0,1365,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,1716,0.011655011655011656,0.002331002331002331,0.1963869463869464,0.4154929577464789,5.017605633802817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2966,1348700,Spice&Wolf VR2,Indie,24.99,7487,0,0,4159,14,0.2857142857142857,0.07142857142857142,0.14285714285714285,1121,0.05084745762711865,0.001784121320249777,0.2167707404103479,0.3602150537634409,4.860215053763441,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
311,1149620,Gas Station Simulator,Indie,19.99,316338,8,4,201918,21,0.14285714285714285,0.0,0.09523809523809523,4143,0.014240888245232923,0.006034274680183442,0.19623461259956554,0.43884892086330934,4.955395683453237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
5936,962630,Transient: Extended Edition,Indie,19.99,2290,5,1,2021,27,0.1111111111111111,0.0,0.1111111111111111,1720,0.046511627906976744,0.0034883720930232558,0.18488372093023256,0.3730769230769231,5.592307692307692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
561,1286350,BPM: BULLETS PER MINUTE,Indie,14.99,138591,0,0,94494,23,0.8260869565217391,0.0,0.17391304347826086,2042,0.02497551420176298,0.0034280117531831538,0.19147894221351616,0.37941176470588234,4.985294117647059,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
8984,1595640,Tres-Bashers,Indie,9.99,1228,0,0,1151,12,0.16666666666666666,0.0,0.08333333333333333,1036,0.037644787644787646,0.015444015444015444,0.21138996138996138,0.20408163265306123,5.959183673469388,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
8906,2094250,Valhalla：Awakening of Valkyrie,Indie,7.99,3979,0,1,3730,30,0.1,0.0,0.1,1553,0.021249195106245976,0.000643915003219575,0.2189311010946555,0.44086021505376344,4.551971326164875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4948,1001140,Angry Birds VR: Isle of Pigs,Indie,14.99,2610,3,0,1477,28,0.21428571428571427,0.0,0.21428571428571427,1509,0.02584493041749503,0.0019880715705765406,0.19151756129887343,0.3524590163934426,5.172131147540983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
51,546560,Half-Life: Alyx,AAA,59.99,624876,0,2,480674,15,0.2,0.0,0.2,1798,0.05339265850945495,0.0011123470522803114,0.1985539488320356,0.39655172413793105,5.155172413793103,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
3069,428750,Neon Chrome,Indie,14.99,7202,6,0,6355,11,0.18181818181818182,0.0,0.09090909090909091,2464,0.017857142857142856,0.0016233766233766235,0.17775974025974026,0.3089005235602094,5.4267015706806285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0
